"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCA_003359355.2_ASM335935v2_CDS_0136","persistent","","10","10","1.0","NA","NA","","","","464","665","639.5","GCA_003359435.2_ASM335943v2_CDS_0105","GCF_004295305.1_ASM429530v1_CDS_0077","GCF_002951295.1_ASM295129v1_CDS_3476","GCF_003143895.1_ASM314389v1_CDS_0077","GCF_000814165.3_ASM81416v3_CDS_0077","GCF_002082665.1_ASM208266v1_CDS_0200","GCA_003359375.2_ASM335937v2_CDS_0127","GCA_003359395.2_ASM335939v2_CDS_0130","GCA_003359355.2_ASM335935v2_CDS_0136","GCA_003359505.2_ASM335950v2_CDS_0104"
"GCA_003359355.2_ASM335935v2_CDS_0875","persistent","","10","10","1.0","NA","NA","","","","569","653","636.2","GCA_003359435.2_ASM335943v2_CDS_0687","GCF_004295305.1_ASM429530v1_CDS_0522","GCF_002951295.1_ASM295129v1_CDS_0150","GCF_003143895.1_ASM314389v1_CDS_0486","GCF_000814165.3_ASM81416v3_CDS_0509","GCF_002082665.1_ASM208266v1_CDS_0608","GCA_003359375.2_ASM335937v2_CDS_0810","GCA_003359395.2_ASM335939v2_CDS_0823","GCA_003359355.2_ASM335935v2_CDS_0875","GCA_003359505.2_ASM335950v2_CDS_0685"
"GCA_003359355.2_ASM335935v2_CDS_0909","persistent","","10","11","1.1","NA","NA","","","","152","506","391.18","GCA_003359435.2_ASM335943v2_CDS_0714","GCF_004295305.1_ASM429530v1_CDS_0544","GCF_002951295.1_ASM295129v1_CDS_0172","GCF_003143895.1_ASM314389v1_CDS_0508","GCF_000814165.3_ASM81416v3_CDS_0531","GCF_002082665.1_ASM208266v1_CDS_0634","GCA_003359375.2_ASM335937v2_CDS_0844","GCA_003359395.2_ASM335939v2_CDS_0856","GCA_003359355.2_ASM335935v2_CDS_0909","GCA_003359505.2_ASM335950v2_CDS_0713" "GCA_003359505.2_ASM335950v2_CDS_0712"
"GCA_003359355.2_ASM335935v2_CDS_1101","cloud","","1","1","1.0","NA","NA","","","","722","722","722.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_1101",""
"GCA_003359355.2_ASM335935v2_CDS_1198","persistent","","8","8","1.0","NA","NA","","","","212","254","241.62","GCA_003359435.2_ASM335943v2_CDS_0931","GCF_004295305.1_ASM429530v1_CDS_0721","GCF_002951295.1_ASM295129v1_CDS_0332","GCF_003143895.1_ASM314389v1_CDS_0738","","GCF_002082665.1_ASM208266v1_CDS_0866","","GCA_003359395.2_ASM335939v2_CDS_1126","GCA_003359355.2_ASM335935v2_CDS_1198","GCA_003359505.2_ASM335950v2_CDS_1010"
"GCA_003359355.2_ASM335935v2_CDS_1454","cloud","","3","10","3.33","NA","NA","","","","395","824","636.5","","","","","","","GCA_003359375.2_ASM335937v2_CDS_4582","GCA_003359395.2_ASM335939v2_CDS_2680" "GCA_003359395.2_ASM335939v2_CDS_5017" "GCA_003359395.2_ASM335939v2_CDS_0555" "GCA_003359395.2_ASM335939v2_CDS_0434","GCA_003359355.2_ASM335935v2_CDS_3264" "GCA_003359355.2_ASM335935v2_CDS_2153" "GCA_003359355.2_ASM335935v2_CDS_4006" "GCA_003359355.2_ASM335935v2_CDS_2967" "GCA_003359355.2_ASM335935v2_CDS_1454",""
"GCA_003359355.2_ASM335935v2_CDS_1678","cloud","","1","1","1.0","NA","NA","","","","146","146","146.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_1678",""
"GCA_003359355.2_ASM335935v2_CDS_1966","cloud","","2","2","1.0","NA","NA","","","","1361","1361","1361.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6018","GCA_003359355.2_ASM335935v2_CDS_1966",""
"GCA_003359355.2_ASM335935v2_CDS_2158","cloud","","3","3","1.0","NA","NA","","","","326","326","326.0","GCA_003359435.2_ASM335943v2_CDS_1681","","","","","","GCA_003359375.2_ASM335937v2_CDS_1970","","GCA_003359355.2_ASM335935v2_CDS_2158",""
"GCA_003359395.2_ASM335939v2_CDS_5350","cloud","","1","1","1.0","NA","NA","","","","275","275","275.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5350","",""
"GCA_003359395.2_ASM335939v2_CDS_5896","cloud","","2","2","1.0","NA","NA","","","","167","254","210.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5896","GCA_003359355.2_ASM335935v2_CDS_6326",""
"GCA_003359395.2_ASM335939v2_CDS_5960","cloud","","2","2","1.0","NA","NA","","","","428","491","459.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5960","GCA_003359355.2_ASM335935v2_CDS_6385",""
"GCA_003359395.2_ASM335939v2_CDS_5992","cloud","","1","1","1.0","NA","NA","","","","566","566","566.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5992","",""
"GCA_003359395.2_ASM335939v2_CDS_6025","cloud","","1","1","1.0","NA","NA","","","","323","323","323.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_6025","",""
"GCA_003359355.2_ASM335935v2_CDS_0041","cloud","","1","1","1.0","NA","NA","","","","293","293","293.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_0041",""
"GCA_003359355.2_ASM335935v2_CDS_0137","persistent","","10","13","1.3","NA","NA","","","","293","809","623.46","GCA_003359435.2_ASM335943v2_CDS_0107" "GCA_003359435.2_ASM335943v2_CDS_0106","GCF_004295305.1_ASM429530v1_CDS_0079" "GCF_004295305.1_ASM429530v1_CDS_0078","GCF_002951295.1_ASM295129v1_CDS_3477","GCF_003143895.1_ASM314389v1_CDS_0078","GCF_000814165.3_ASM81416v3_CDS_0078","GCF_002082665.1_ASM208266v1_CDS_0201","GCA_003359375.2_ASM335937v2_CDS_0129" "GCA_003359375.2_ASM335937v2_CDS_0128","GCA_003359395.2_ASM335939v2_CDS_0131","GCA_003359355.2_ASM335935v2_CDS_0137","GCA_003359505.2_ASM335950v2_CDS_0105"
"GCF_000814165.3_ASM81416v3_CDS_1854","persistent","","10","23","2.3","NA","NA","","","","188","1352","848.91","GCA_003359435.2_ASM335943v2_CDS_2487" "GCA_003359435.2_ASM335943v2_CDS_2488" "GCA_003359435.2_ASM335943v2_CDS_2489" "GCA_003359435.2_ASM335943v2_CDS_1090","GCF_004295305.1_ASM429530v1_CDS_1929" "GCF_004295305.1_ASM429530v1_CDS_1053","GCF_002951295.1_ASM295129v1_CDS_1564","GCF_003143895.1_ASM314389v1_CDS_1892" "GCF_003143895.1_ASM314389v1_CDS_2504","GCF_000814165.3_ASM81416v3_CDS_1854","GCF_002082665.1_ASM208266v1_CDS_3049" "GCF_002082665.1_ASM208266v1_CDS_2118","GCA_003359375.2_ASM335937v2_CDS_2935" "GCA_003359375.2_ASM335937v2_CDS_2934" "GCA_003359375.2_ASM335937v2_CDS_2936","GCA_003359395.2_ASM335939v2_CDS_2855" "GCA_003359395.2_ASM335939v2_CDS_2853" "GCA_003359395.2_ASM335939v2_CDS_1315" "GCA_003359395.2_ASM335939v2_CDS_2854","GCA_003359355.2_ASM335935v2_CDS_3213" "GCA_003359355.2_ASM335935v2_CDS_1419" "GCA_003359355.2_ASM335935v2_CDS_3214","GCA_003359505.2_ASM335950v2_CDS_2994"
"GCF_000814165.3_ASM81416v3_CDS_2334","cloud","","1","1","1.0","NA","NA","","","","1499","1499","1499.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2334","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2879","cloud","","1","1","1.0","NA","NA","","","","191","191","191.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2879","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3583","cloud","","1","1","1.0","NA","NA","","","","1481","1481","1481.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3583","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3615","cloud","","1","1","1.0","NA","NA","","","","263","263","263.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3615","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3711","cloud","","1","1","1.0","NA","NA","","","","674","674","674.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3711","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3775","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3775","","","","",""
"GCF_002082665.1_ASM208266v1_CDS_0157","persistent","","10","14","1.4","NA","NA","","","","269","653","431.43","GCA_003359435.2_ASM335943v2_CDS_0047","GCF_004295305.1_ASM429530v1_CDS_0034","GCF_002951295.1_ASM295129v1_CDS_3433","GCF_003143895.1_ASM314389v1_CDS_0034","GCF_000814165.3_ASM81416v3_CDS_0034","GCF_002082665.1_ASM208266v1_CDS_0157","GCA_003359375.2_ASM335937v2_CDS_0059" "GCA_003359375.2_ASM335937v2_CDS_0058","GCA_003359395.2_ASM335939v2_CDS_0065" "GCA_003359395.2_ASM335939v2_CDS_0064","GCA_003359355.2_ASM335935v2_CDS_0066" "GCA_003359355.2_ASM335935v2_CDS_0065","GCA_003359505.2_ASM335950v2_CDS_0049" "GCA_003359505.2_ASM335950v2_CDS_0048"
"GCF_002082665.1_ASM208266v1_CDS_0253","persistent","","10","10","1.0","NA","NA","","","","275","437","372.2","GCA_003359435.2_ASM335943v2_CDS_0203","GCF_004295305.1_ASM429530v1_CDS_0141","GCF_002951295.1_ASM295129v1_CDS_3534","GCF_003143895.1_ASM314389v1_CDS_0131","GCF_000814165.3_ASM81416v3_CDS_0135","GCF_002082665.1_ASM208266v1_CDS_0253","GCA_003359375.2_ASM335937v2_CDS_0236","GCA_003359395.2_ASM335939v2_CDS_0253","GCA_003359355.2_ASM335935v2_CDS_0271","GCA_003359505.2_ASM335950v2_CDS_0186"
"GCF_002082665.1_ASM208266v1_CDS_0285","persistent","","10","12","1.2","NA","NA","","","","305","707","580.25","GCA_003359435.2_ASM335943v2_CDS_0244","GCF_004295305.1_ASM429530v1_CDS_0173","GCF_002951295.1_ASM295129v1_CDS_3566","GCF_003143895.1_ASM314389v1_CDS_0164","GCF_000814165.3_ASM81416v3_CDS_0167","GCF_002082665.1_ASM208266v1_CDS_0285","GCA_003359375.2_ASM335937v2_CDS_0290","GCA_003359395.2_ASM335939v2_CDS_0298","GCA_003359355.2_ASM335935v2_CDS_0323" "GCA_003359355.2_ASM335935v2_CDS_0322","GCA_003359505.2_ASM335950v2_CDS_0235" "GCA_003359505.2_ASM335950v2_CDS_0234"
"GCF_002082665.1_ASM208266v1_CDS_0317","cloud","","3","4","1.33","NA","NA","","","","209","419","329.0","GCA_003359435.2_ASM335943v2_CDS_2465","","","","","GCF_002082665.1_ASM208266v1_CDS_0317","","","","GCA_003359505.2_ASM335950v2_CDS_5980" "GCA_003359505.2_ASM335950v2_CDS_0284"
"GCF_002082665.1_ASM208266v1_CDS_0349","cloud","","1","1","1.0","NA","NA","","","","836","836","836.0","","","","","","GCF_002082665.1_ASM208266v1_CDS_0349","","","",""
"GCF_002082665.1_ASM208266v1_CDS_0989","cloud","","1","1","1.0","NA","NA","","","","398","398","398.0","","","","","","GCF_002082665.1_ASM208266v1_CDS_0989","","","",""
"GCF_002082665.1_ASM208266v1_CDS_1021","cloud","","1","1","1.0","NA","NA","","","","632","632","632.0","","","","","","GCF_002082665.1_ASM208266v1_CDS_1021","","","",""
"GCA_003359505.2_ASM335950v2_CDS_0800","cloud","","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_0800"
"GCA_003359505.2_ASM335950v2_CDS_1216","cloud","","4","4","1.0","NA","NA","","","","332","578","451.25","","","","","","","GCA_003359375.2_ASM335937v2_CDS_1299","GCA_003359395.2_ASM335939v2_CDS_1350","GCA_003359355.2_ASM335935v2_CDS_1455","GCA_003359505.2_ASM335950v2_CDS_1216"
"GCA_003359505.2_ASM335950v2_CDS_1376","cloud","","1","1","1.0","NA","NA","","","","407","407","407.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1376"
"GCA_003359505.2_ASM335950v2_CDS_1408","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1408"
"GCA_003359505.2_ASM335950v2_CDS_1664","cloud","","1","1","1.0","NA","NA","","","","596","596","596.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1664"
"GCA_003359505.2_ASM335950v2_CDS_1824","persistent","","10","11","1.1","NA","NA","","","","323","728","638.27","GCA_003359435.2_ASM335943v2_CDS_1591" "GCA_003359435.2_ASM335943v2_CDS_1590","GCF_004295305.1_ASM429530v1_CDS_1242","GCF_002951295.1_ASM295129v1_CDS_0820","GCF_003143895.1_ASM314389v1_CDS_1228","GCF_000814165.3_ASM81416v3_CDS_1201","GCF_002082665.1_ASM208266v1_CDS_1409","GCA_003359375.2_ASM335937v2_CDS_1870","GCA_003359395.2_ASM335939v2_CDS_1810","GCA_003359355.2_ASM335935v2_CDS_2059","GCA_003359505.2_ASM335950v2_CDS_1824"
"GCA_003359505.2_ASM335950v2_CDS_1952","cloud","","1","1","1.0","NA","NA","","","","128","128","128.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1952"
"GCA_003359505.2_ASM335950v2_CDS_2304","cloud","","1","1","1.0","NA","NA","","","","398","398","398.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2304"
"GCA_003359505.2_ASM335950v2_CDS_2336","cloud","","1","1","1.0","NA","NA","","","","284","284","284.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2336"
"GCA_003359505.2_ASM335950v2_CDS_2368","cloud","","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2368"
"GCA_003359505.2_ASM335950v2_CDS_2400","cloud","","1","1","1.0","NA","NA","","","","1025","1025","1025.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2400"
"GCA_003359505.2_ASM335950v2_CDS_2528","cloud","","2","2","1.0","NA","NA","","","","251","335","293.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_2478","","","GCA_003359505.2_ASM335950v2_CDS_2528"
"GCA_003359505.2_ASM335950v2_CDS_2688","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2688"
"GCA_003359505.2_ASM335950v2_CDS_3552","cloud","","1","1","1.0","NA","NA","","","","236","236","236.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_3552"
"GCA_003359505.2_ASM335950v2_CDS_3808","cloud","","1","1","1.0","NA","NA","","","","287","287","287.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_3808"
"GCF_004295305.1_ASM429530v1_CDS_2720","cloud","","1","1","1.0","NA","NA","","","","1364","1364","1364.0","","GCF_004295305.1_ASM429530v1_CDS_2720","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_3137","cloud","","1","1","1.0","NA","NA","","","","1637","1637","1637.0","","GCF_004295305.1_ASM429530v1_CDS_3137","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_3265","persistent","","10","11","1.1","NA","NA","","","","194","650","539.0","GCA_003359435.2_ASM335943v2_CDS_4183","GCF_004295305.1_ASM429530v1_CDS_3265","GCF_002951295.1_ASM295129v1_CDS_3003","GCF_003143895.1_ASM314389v1_CDS_3368","GCF_000814165.3_ASM81416v3_CDS_3157","GCF_002082665.1_ASM208266v1_CDS_3591","GCA_003359375.2_ASM335937v2_CDS_4982" "GCA_003359375.2_ASM335937v2_CDS_4983","GCA_003359395.2_ASM335939v2_CDS_5136","GCA_003359355.2_ASM335935v2_CDS_5498","GCA_003359505.2_ASM335950v2_CDS_5105"
"GCF_004295305.1_ASM429530v1_CDS_3329","persistent","","10","11","1.1","NA","NA","","","","506","1313","1187.55","GCA_003359435.2_ASM335943v2_CDS_4276","GCF_004295305.1_ASM429530v1_CDS_3329","GCF_002951295.1_ASM295129v1_CDS_3065","GCF_003143895.1_ASM314389v1_CDS_3429","GCF_000814165.3_ASM81416v3_CDS_3220","GCF_002082665.1_ASM208266v1_CDS_3654","GCA_003359375.2_ASM335937v2_CDS_5093","GCA_003359395.2_ASM335939v2_CDS_5241","GCA_003359355.2_ASM335935v2_CDS_5609" "GCA_003359355.2_ASM335935v2_CDS_5608","GCA_003359505.2_ASM335950v2_CDS_5202"
"GCF_002951295.1_ASM295129v1_CDS_0202","persistent","","8","10","1.25","NA","NA","","","","347","929","602.3","GCA_003359435.2_ASM335943v2_CDS_0757" "GCA_003359435.2_ASM335943v2_CDS_0756","GCF_004295305.1_ASM429530v1_CDS_0584","GCF_002951295.1_ASM295129v1_CDS_0202","","","GCF_002082665.1_ASM208266v1_CDS_0711","GCA_003359375.2_ASM335937v2_CDS_0893","GCA_003359395.2_ASM335939v2_CDS_0908","GCA_003359355.2_ASM335935v2_CDS_0960" "GCA_003359355.2_ASM335935v2_CDS_0959","GCA_003359505.2_ASM335950v2_CDS_0825"
"GCF_002951295.1_ASM295129v1_CDS_0234","persistent","","10","10","1.0","NA","NA","","","","488","614","561.8","GCA_003359435.2_ASM335943v2_CDS_0803","GCF_004295305.1_ASM429530v1_CDS_0617","GCF_002951295.1_ASM295129v1_CDS_0234","GCF_003143895.1_ASM314389v1_CDS_0609","GCF_000814165.3_ASM81416v3_CDS_0590","GCF_002082665.1_ASM208266v1_CDS_0743","GCA_003359375.2_ASM335937v2_CDS_0945","GCA_003359395.2_ASM335939v2_CDS_0959","GCA_003359355.2_ASM335935v2_CDS_1018","GCA_003359505.2_ASM335950v2_CDS_0878"
"GCF_002951295.1_ASM295129v1_CDS_0298","persistent","","10","18","1.8","NA","NA","","","","230","2078","1193.17","GCA_003359435.2_ASM335943v2_CDS_0882" "GCA_003359435.2_ASM335943v2_CDS_0883","GCF_004295305.1_ASM429530v1_CDS_0681","GCF_002951295.1_ASM295129v1_CDS_0298","GCF_003143895.1_ASM314389v1_CDS_0675","GCF_000814165.3_ASM81416v3_CDS_0653","GCF_002082665.1_ASM208266v1_CDS_0807","GCA_003359375.2_ASM335937v2_CDS_1051" "GCA_003359375.2_ASM335937v2_CDS_1052" "GCA_003359375.2_ASM335937v2_CDS_1050" "GCA_003359375.2_ASM335937v2_CDS_1053","GCA_003359395.2_ASM335939v2_CDS_1068" "GCA_003359395.2_ASM335939v2_CDS_1069" "GCA_003359395.2_ASM335939v2_CDS_1070","GCA_003359355.2_ASM335935v2_CDS_1137" "GCA_003359355.2_ASM335935v2_CDS_1136","GCA_003359505.2_ASM335950v2_CDS_0963" "GCA_003359505.2_ASM335950v2_CDS_0964"
"GCF_002951295.1_ASM295129v1_CDS_0330","persistent","","10","13","1.3","NA","NA","","","","200","998","757.54","GCA_003359435.2_ASM335943v2_CDS_0929","GCF_004295305.1_ASM429530v1_CDS_0719","GCF_002951295.1_ASM295129v1_CDS_0330","GCF_003143895.1_ASM314389v1_CDS_0707","GCF_000814165.3_ASM81416v3_CDS_0685","GCF_002082665.1_ASM208266v1_CDS_0839","GCA_003359375.2_ASM335937v2_CDS_1102" "GCA_003359375.2_ASM335937v2_CDS_1101","GCA_003359395.2_ASM335939v2_CDS_1123","GCA_003359355.2_ASM335935v2_CDS_1194" "GCA_003359355.2_ASM335935v2_CDS_1195","GCA_003359505.2_ASM335950v2_CDS_1007" "GCA_003359505.2_ASM335950v2_CDS_1006"
"GCF_002951295.1_ASM295129v1_CDS_0714","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","GCF_002951295.1_ASM295129v1_CDS_0714","","","","","","",""
"GCF_002951295.1_ASM295129v1_CDS_0746","cloud","","1","1","1.0","NA","NA","","","","278","278","278.0","","","GCF_002951295.1_ASM295129v1_CDS_0746","","","","","","",""
"GCF_002951295.1_ASM295129v1_CDS_0810","persistent","","10","14","1.4","NA","NA","","","","155","785","524.21","GCA_003359435.2_ASM335943v2_CDS_1576" "GCA_003359435.2_ASM335943v2_CDS_1578","GCF_004295305.1_ASM429530v1_CDS_1232","GCF_002951295.1_ASM295129v1_CDS_0810","GCF_003143895.1_ASM314389v1_CDS_1218","GCF_000814165.3_ASM81416v3_CDS_1191","GCF_002082665.1_ASM208266v1_CDS_1399","GCA_003359375.2_ASM335937v2_CDS_1854","GCA_003359395.2_ASM335939v2_CDS_1796" "GCA_003359395.2_ASM335939v2_CDS_1798","GCA_003359355.2_ASM335935v2_CDS_2044" "GCA_003359355.2_ASM335935v2_CDS_2043","GCA_003359505.2_ASM335950v2_CDS_1809" "GCA_003359505.2_ASM335950v2_CDS_1808"
"GCF_002951295.1_ASM295129v1_CDS_1034","persistent","","10","14","1.4","NA","NA","","","","449","1955","1384.36","GCA_003359435.2_ASM335943v2_CDS_1870" "GCA_003359435.2_ASM335943v2_CDS_1869","GCF_004295305.1_ASM429530v1_CDS_1473","GCF_002951295.1_ASM295129v1_CDS_1034","GCF_003143895.1_ASM314389v1_CDS_1443","GCF_000814165.3_ASM81416v3_CDS_1420","GCF_002082665.1_ASM208266v1_CDS_1931","GCA_003359375.2_ASM335937v2_CDS_2221" "GCA_003359375.2_ASM335937v2_CDS_2220","GCA_003359395.2_ASM335939v2_CDS_2163","GCA_003359355.2_ASM335935v2_CDS_2498" "GCA_003359355.2_ASM335935v2_CDS_2497","GCA_003359505.2_ASM335950v2_CDS_2157" "GCA_003359505.2_ASM335950v2_CDS_2156"
"GCF_002951295.1_ASM295129v1_CDS_1130","persistent","","7","7","1.0","NA","NA","","","","929","1028","980.86","GCA_003359435.2_ASM335943v2_CDS_2001","GCF_004295305.1_ASM429530v1_CDS_1570","GCF_002951295.1_ASM295129v1_CDS_1130","GCF_003143895.1_ASM314389v1_CDS_1537","","GCF_002082665.1_ASM208266v1_CDS_1830","GCA_003359375.2_ASM335937v2_CDS_2375","","","GCA_003359505.2_ASM335950v2_CDS_2294"
"GCF_002951295.1_ASM295129v1_CDS_1162","cloud","","5","6","1.2","NA","NA","","","","296","641","527.0","GCA_003359435.2_ASM335943v2_CDS_4837" "GCA_003359435.2_ASM335943v2_CDS_4838","","GCF_002951295.1_ASM295129v1_CDS_1162","","GCF_000814165.3_ASM81416v3_CDS_1165","","","GCA_003359395.2_ASM335939v2_CDS_3857","GCA_003359355.2_ASM335935v2_CDS_4146",""
"GCF_002951295.1_ASM295129v1_CDS_1194","persistent","","10","15","1.5","NA","NA","","","","347","1091","718.8","GCA_003359435.2_ASM335943v2_CDS_2003" "GCA_003359435.2_ASM335943v2_CDS_2004","GCF_004295305.1_ASM429530v1_CDS_1572","GCF_002951295.1_ASM295129v1_CDS_1194","GCF_003143895.1_ASM314389v1_CDS_1539","GCF_000814165.3_ASM81416v3_CDS_1515","GCF_002082665.1_ASM208266v1_CDS_1828","GCA_003359375.2_ASM335937v2_CDS_2377" "GCA_003359375.2_ASM335937v2_CDS_2378","GCA_003359395.2_ASM335939v2_CDS_2311" "GCA_003359395.2_ASM335939v2_CDS_2310","GCA_003359355.2_ASM335935v2_CDS_2651" "GCA_003359355.2_ASM335935v2_CDS_2650","GCA_003359505.2_ASM335950v2_CDS_2433" "GCA_003359505.2_ASM335950v2_CDS_2432"
"GCF_002951295.1_ASM295129v1_CDS_1290","persistent","","10","15","1.5","NA","NA","","","","485","1586","981.8","GCA_003359435.2_ASM335943v2_CDS_2129" "GCA_003359435.2_ASM335943v2_CDS_2130","GCF_004295305.1_ASM429530v1_CDS_1669","GCF_002951295.1_ASM295129v1_CDS_1290","GCF_003143895.1_ASM314389v1_CDS_1635","GCF_000814165.3_ASM81416v3_CDS_1612","GCF_002082665.1_ASM208266v1_CDS_1730","GCA_003359375.2_ASM335937v2_CDS_2527" "GCA_003359375.2_ASM335937v2_CDS_2526","GCA_003359395.2_ASM335939v2_CDS_2460" "GCA_003359395.2_ASM335939v2_CDS_2461","GCA_003359355.2_ASM335935v2_CDS_2797" "GCA_003359355.2_ASM335935v2_CDS_2796","GCA_003359505.2_ASM335950v2_CDS_2569" "GCA_003359505.2_ASM335950v2_CDS_2568"
"GCF_002951295.1_ASM295129v1_CDS_1386","persistent","","10","11","1.1","NA","NA","","","","257","569","513.64","GCA_003359435.2_ASM335943v2_CDS_2266","GCF_004295305.1_ASM429530v1_CDS_1766","GCF_002951295.1_ASM295129v1_CDS_1386","GCF_003143895.1_ASM314389v1_CDS_1732","GCF_000814165.3_ASM81416v3_CDS_1710","GCF_002082665.1_ASM208266v1_CDS_1632","GCA_003359375.2_ASM335937v2_CDS_2682","GCA_003359395.2_ASM335939v2_CDS_2610","GCA_003359355.2_ASM335935v2_CDS_2961" "GCA_003359355.2_ASM335935v2_CDS_2960","GCA_003359505.2_ASM335950v2_CDS_2719"
"GCF_002951295.1_ASM295129v1_CDS_1450","cloud","","3","3","1.0","NA","NA","","","","344","404","384.0","","GCF_004295305.1_ASM429530v1_CDS_1840","GCF_002951295.1_ASM295129v1_CDS_1450","","","","","","","GCA_003359505.2_ASM335950v2_CDS_2820"
"GCF_002951295.1_ASM295129v1_CDS_1514","persistent","","9","13","1.44","NA","NA","","","","140","1199","708.38","GCA_003359435.2_ASM335943v2_CDS_2398" "GCA_003359435.2_ASM335943v2_CDS_2399","GCF_004295305.1_ASM429530v1_CDS_1879","GCF_002951295.1_ASM295129v1_CDS_1514","GCF_003143895.1_ASM314389v1_CDS_1840","GCF_000814165.3_ASM81416v3_CDS_1802","GCF_002082665.1_ASM208266v1_CDS_1534","","GCA_003359395.2_ASM335939v2_CDS_2783" "GCA_003359395.2_ASM335939v2_CDS_2781" "GCA_003359395.2_ASM335939v2_CDS_2782","GCA_003359355.2_ASM335935v2_CDS_3120","GCA_003359505.2_ASM335950v2_CDS_2907" "GCA_003359505.2_ASM335950v2_CDS_2908"
"GCF_002951295.1_ASM295129v1_CDS_1834","shell","","6","6","1.0","NA","NA","","","","695","764","741.0","","","GCF_002951295.1_ASM295129v1_CDS_1834","GCF_003143895.1_ASM314389v1_CDS_2184","GCF_000814165.3_ASM81416v3_CDS_2124","GCF_002082665.1_ASM208266v1_CDS_2398","GCA_003359375.2_ASM335937v2_CDS_3358","","","GCA_003359505.2_ASM335950v2_CDS_3402"
"GCF_002951295.1_ASM295129v1_CDS_1994","shell","","5","6","1.2","NA","NA","","","","350","1481","1158.0","","","GCF_002951295.1_ASM295129v1_CDS_1994","GCF_003143895.1_ASM314389v1_CDS_2343","GCF_000814165.3_ASM81416v3_CDS_2280","GCF_002082665.1_ASM208266v1_CDS_2563","","","","GCA_003359505.2_ASM335950v2_CDS_3645" "GCA_003359505.2_ASM335950v2_CDS_3644"
