"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCA_003359295.2_ASM335929v2_CDS_3600","persistent","","10","10","1.0","NA","NA","","","","491","491","491.0","GCF_000191145.1_ASM19114v1_CDS_0113","GCA_003359215.2_ASM335921v2_CDS_4014","GCA_003359295.2_ASM335929v2_CDS_3600","GCF_001617545.1_ASM161754v1_CDS_1215","GCF_001577285.1_ASM157728v1_CDS_1863","GCA_003359275.2_ASM335927v2_CDS_4081","GCA_003354845.1_ASM335484v1_CDS_4399","GCA_003359315.2_ASM335931v2_CDS_4069","GCA_003359305.2_ASM335930v2_CDS_4988","GCA_003359225.2_ASM335922v2_CDS_4221"
"GCA_003359295.2_ASM335929v2_CDS_3633","persistent","","10","10","1.0","NA","NA","","","","479","560","543.8","GCF_000191145.1_ASM19114v1_CDS_0088","GCA_003359215.2_ASM335921v2_CDS_4054","GCA_003359295.2_ASM335929v2_CDS_3633","GCF_001617545.1_ASM161754v1_CDS_1190","GCF_001577285.1_ASM157728v1_CDS_1838","GCA_003359275.2_ASM335927v2_CDS_4118","GCA_003354845.1_ASM335484v1_CDS_4436","GCA_003359315.2_ASM335931v2_CDS_4103","GCA_003359305.2_ASM335930v2_CDS_5025","GCA_003359225.2_ASM335922v2_CDS_4255"
"GCA_003359295.2_ASM335929v2_CDS_3697","persistent","","9","10","1.11","NA","NA","","","","275","635","524.0","GCF_000191145.1_ASM19114v1_CDS_0034","GCA_003359215.2_ASM335921v2_CDS_4134","GCA_003359295.2_ASM335929v2_CDS_3697","GCF_001617545.1_ASM161754v1_CDS_1138","GCF_001577285.1_ASM157728v1_CDS_1786","GCA_003359275.2_ASM335927v2_CDS_4186" "GCA_003359275.2_ASM335927v2_CDS_4187","GCA_003354845.1_ASM335484v1_CDS_4509","GCA_003359315.2_ASM335931v2_CDS_4182","","GCA_003359225.2_ASM335922v2_CDS_4340"
"GCA_003359295.2_ASM335929v2_CDS_3729","shell","","4","4","1.0","NA","NA","","","","605","755","674.0","","","GCA_003359295.2_ASM335929v2_CDS_3729","","","","","GCA_003359315.2_ASM335931v2_CDS_4222","GCA_003359305.2_ASM335930v2_CDS_5171","GCA_003359225.2_ASM335922v2_CDS_4397"
"GCA_003359295.2_ASM335929v2_CDS_3890","persistent","","10","10","1.0","NA","NA","","","","410","440","413.0","GCF_000191145.1_ASM19114v1_CDS_3453","GCA_003359215.2_ASM335921v2_CDS_4349","GCA_003359295.2_ASM335929v2_CDS_3890","GCF_001617545.1_ASM161754v1_CDS_0990","GCF_001577285.1_ASM157728v1_CDS_1628","GCA_003359275.2_ASM335927v2_CDS_4449","GCA_003354845.1_ASM335484v1_CDS_4720","GCA_003359315.2_ASM335931v2_CDS_4386","GCA_003359305.2_ASM335930v2_CDS_5361","GCA_003359225.2_ASM335922v2_CDS_4578"
"GCA_003359225.2_ASM335922v2_CDS_0339","cloud","","1","1","1.0","NA","NA","","","","800","800","800.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0339"
"GCA_003359225.2_ASM335922v2_CDS_0371","shell","","4","57","14.25","NA","NA","","","","437","587","521.42","","","GCA_003359295.2_ASM335929v2_CDS_1598" "GCA_003359295.2_ASM335929v2_CDS_2754" "GCA_003359295.2_ASM335929v2_CDS_1764" "GCA_003359295.2_ASM335929v2_CDS_2825" "GCA_003359295.2_ASM335929v2_CDS_2207" "GCA_003359295.2_ASM335929v2_CDS_2209" "GCA_003359295.2_ASM335929v2_CDS_1541" "GCA_003359295.2_ASM335929v2_CDS_1612" "GCA_003359295.2_ASM335929v2_CDS_4475" "GCA_003359295.2_ASM335929v2_CDS_3161" "GCA_003359295.2_ASM335929v2_CDS_3725" "GCA_003359295.2_ASM335929v2_CDS_3559" "GCA_003359295.2_ASM335929v2_CDS_3959" "GCA_003359295.2_ASM335929v2_CDS_3154" "GCA_003359295.2_ASM335929v2_CDS_3025" "GCA_003359295.2_ASM335929v2_CDS_2647","","","GCA_003359275.2_ASM335927v2_CDS_5521","","GCA_003359315.2_ASM335931v2_CDS_2176" "GCA_003359315.2_ASM335931v2_CDS_3963" "GCA_003359315.2_ASM335931v2_CDS_3507" "GCA_003359315.2_ASM335931v2_CDS_3651" "GCA_003359315.2_ASM335931v2_CDS_5560" "GCA_003359315.2_ASM335931v2_CDS_4474" "GCA_003359315.2_ASM335931v2_CDS_1894" "GCA_003359315.2_ASM335931v2_CDS_0282" "GCA_003359315.2_ASM335931v2_CDS_1193" "GCA_003359315.2_ASM335931v2_CDS_3088" "GCA_003359315.2_ASM335931v2_CDS_3435" "GCA_003359315.2_ASM335931v2_CDS_5534" "GCA_003359315.2_ASM335931v2_CDS_3328" "GCA_003359315.2_ASM335931v2_CDS_2950" "GCA_003359315.2_ASM335931v2_CDS_3549" "GCA_003359315.2_ASM335931v2_CDS_3077" "GCA_003359315.2_ASM335931v2_CDS_0344" "GCA_003359315.2_ASM335931v2_CDS_3156" "GCA_003359315.2_ASM335931v2_CDS_3393" "GCA_003359315.2_ASM335931v2_CDS_4214","","GCA_003359225.2_ASM335922v2_CDS_0371" "GCA_003359225.2_ASM335922v2_CDS_3856" "GCA_003359225.2_ASM335922v2_CDS_4378" "GCA_003359225.2_ASM335922v2_CDS_4110" "GCA_003359225.2_ASM335922v2_CDS_1492" "GCA_003359225.2_ASM335922v2_CDS_3781" "GCA_003359225.2_ASM335922v2_CDS_4665" "GCA_003359225.2_ASM335922v2_CDS_4398" "GCA_003359225.2_ASM335922v2_CDS_3066" "GCA_003359225.2_ASM335922v2_CDS_1909" "GCA_003359225.2_ASM335922v2_CDS_3485" "GCA_003359225.2_ASM335922v2_CDS_3723" "GCA_003359225.2_ASM335922v2_CDS_0382" "GCA_003359225.2_ASM335922v2_CDS_3787" "GCA_003359225.2_ASM335922v2_CDS_3426" "GCA_003359225.2_ASM335922v2_CDS_4372" "GCA_003359225.2_ASM335922v2_CDS_3568" "GCA_003359225.2_ASM335922v2_CDS_3554" "GCA_003359225.2_ASM335922v2_CDS_4090" "GCA_003359225.2_ASM335922v2_CDS_2148"
"GCA_003359225.2_ASM335922v2_CDS_0435","shell","","4","4","1.0","NA","NA","","","","539","596","581.75","","","","","","GCA_003359275.2_ASM335927v2_CDS_0325","GCA_003354845.1_ASM335484v1_CDS_0371","","GCA_003359305.2_ASM335930v2_CDS_0372","GCA_003359225.2_ASM335922v2_CDS_0435"
"GCA_003359225.2_ASM335922v2_CDS_0499","persistent","","10","12","1.2","NA","NA","","","","164","899","716.75","GCF_000191145.1_ASM19114v1_CDS_2663","GCA_003359215.2_ASM335921v2_CDS_0416" "GCA_003359215.2_ASM335921v2_CDS_0415","GCA_003359295.2_ASM335929v2_CDS_0390","GCF_001617545.1_ASM161754v1_CDS_0270","GCF_001577285.1_ASM157728v1_CDS_0645","GCA_003359275.2_ASM335927v2_CDS_0386","GCA_003354845.1_ASM335484v1_CDS_0470" "GCA_003354845.1_ASM335484v1_CDS_0471","GCA_003359315.2_ASM335931v2_CDS_0449","GCA_003359305.2_ASM335930v2_CDS_0437","GCA_003359225.2_ASM335922v2_CDS_0499"
"GCA_003359225.2_ASM335922v2_CDS_0595","persistent","","10","10","1.0","NA","NA","","","","365","365","365.0","GCF_000191145.1_ASM19114v1_CDS_2600","GCA_003359215.2_ASM335921v2_CDS_0510","GCA_003359295.2_ASM335929v2_CDS_0475","GCF_001617545.1_ASM161754v1_CDS_0332","GCF_001577285.1_ASM157728v1_CDS_0584","GCA_003359275.2_ASM335927v2_CDS_0473","GCA_003354845.1_ASM335484v1_CDS_0559","GCA_003359315.2_ASM335931v2_CDS_0537","GCA_003359305.2_ASM335930v2_CDS_0533","GCA_003359225.2_ASM335922v2_CDS_0595"
"GCA_003359225.2_ASM335922v2_CDS_0691","persistent","","10","13","1.3","NA","NA","","","","410","1259","915.38","GCF_000191145.1_ASM19114v1_CDS_2534","GCA_003359215.2_ASM335921v2_CDS_0610" "GCA_003359215.2_ASM335921v2_CDS_0611","GCA_003359295.2_ASM335929v2_CDS_0559","GCF_001617545.1_ASM161754v1_CDS_0398","GCF_001577285.1_ASM157728v1_CDS_0520","GCA_003359275.2_ASM335927v2_CDS_0571" "GCA_003359275.2_ASM335927v2_CDS_0570","GCA_003354845.1_ASM335484v1_CDS_0649","GCA_003359315.2_ASM335931v2_CDS_0631" "GCA_003359315.2_ASM335931v2_CDS_0632","GCA_003359305.2_ASM335930v2_CDS_0647","GCA_003359225.2_ASM335922v2_CDS_0691"
"GCA_003359225.2_ASM335922v2_CDS_0787","persistent","","9","15","1.67","NA","NA","","","","131","560","344.0","GCF_000191145.1_ASM19114v1_CDS_2457","GCA_003359215.2_ASM335921v2_CDS_0714" "GCA_003359215.2_ASM335921v2_CDS_0713","GCA_003359295.2_ASM335929v2_CDS_0651","","GCF_001577285.1_ASM157728v1_CDS_0440","GCA_003359275.2_ASM335927v2_CDS_0677" "GCA_003359275.2_ASM335927v2_CDS_0675" "GCA_003359275.2_ASM335927v2_CDS_0676","GCA_003354845.1_ASM335484v1_CDS_0750","GCA_003359315.2_ASM335931v2_CDS_0732" "GCA_003359315.2_ASM335931v2_CDS_0733","GCA_003359305.2_ASM335930v2_CDS_0757" "GCA_003359305.2_ASM335930v2_CDS_0759" "GCA_003359305.2_ASM335930v2_CDS_0758","GCA_003359225.2_ASM335922v2_CDS_0787"
"GCA_003359225.2_ASM335922v2_CDS_0883","cloud","","1","1","1.0","NA","NA","","","","95","95","95.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0883"
"GCA_003359225.2_ASM335922v2_CDS_0979","persistent","","6","6","1.0","NA","NA","","","","434","557","485.0","","GCA_003359215.2_ASM335921v2_CDS_0916","GCA_003359295.2_ASM335929v2_CDS_0816","","","GCA_003359275.2_ASM335927v2_CDS_0865","GCA_003354845.1_ASM335484v1_CDS_0945","GCA_003359315.2_ASM335931v2_CDS_0926","","GCA_003359225.2_ASM335922v2_CDS_0979"
"GCA_003359225.2_ASM335922v2_CDS_1171","persistent","","10","11","1.1","NA","NA","","","","212","533","353.82","GCF_000191145.1_ASM19114v1_CDS_2156","GCA_003359215.2_ASM335921v2_CDS_1078" "GCA_003359215.2_ASM335921v2_CDS_1077","GCA_003359295.2_ASM335929v2_CDS_0969","GCF_001617545.1_ASM161754v1_CDS_3403","GCF_001577285.1_ASM157728v1_CDS_0160","GCA_003359275.2_ASM335927v2_CDS_1035","GCA_003354845.1_ASM335484v1_CDS_1125","GCA_003359315.2_ASM335931v2_CDS_1106","GCA_003359305.2_ASM335930v2_CDS_1240","GCA_003359225.2_ASM335922v2_CDS_1171"
"GCA_003359225.2_ASM335922v2_CDS_1267","cloud","","1","1","1.0","NA","NA","","","","638","638","638.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1267"
"GCA_003359225.2_ASM335922v2_CDS_1299","cloud","","2","2","1.0","NA","NA","","","","206","224","215.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_4257","GCA_003359225.2_ASM335922v2_CDS_1299"
"GCA_003359225.2_ASM335922v2_CDS_1427","persistent","","9","9","1.0","NA","NA","","","","125","125","125.0","GCF_000191145.1_ASM19114v1_CDS_2012","GCA_003359215.2_ASM335921v2_CDS_1281","GCA_003359295.2_ASM335929v2_CDS_1160","GCF_001617545.1_ASM161754v1_CDS_3266","","GCA_003359275.2_ASM335927v2_CDS_1237","GCA_003354845.1_ASM335484v1_CDS_1335","GCA_003359315.2_ASM335931v2_CDS_1362","GCA_003359305.2_ASM335930v2_CDS_1492","GCA_003359225.2_ASM335922v2_CDS_1427"
"GCA_003359225.2_ASM335922v2_CDS_1587","persistent","","8","8","1.0","NA","NA","","","","323","371","347.0","GCF_000191145.1_ASM19114v1_CDS_1900","","GCA_003359295.2_ASM335929v2_CDS_1316","GCF_001617545.1_ASM161754v1_CDS_3094","GCF_001577285.1_ASM157728v1_CDS_3591","GCA_003359275.2_ASM335927v2_CDS_1402","GCA_003354845.1_ASM335484v1_CDS_1485","GCA_003359315.2_ASM335931v2_CDS_1527","","GCA_003359225.2_ASM335922v2_CDS_1587"
"GCA_003359225.2_ASM335922v2_CDS_1683","persistent","","7","7","1.0","NA","NA","","","","155","155","155.0","GCF_000191145.1_ASM19114v1_CDS_1862","GCA_003359215.2_ASM335921v2_CDS_1520","","GCF_001617545.1_ASM161754v1_CDS_3058","GCF_001577285.1_ASM157728v1_CDS_3523","GCA_003359275.2_ASM335927v2_CDS_1464","","GCA_003359315.2_ASM335931v2_CDS_1588","","GCA_003359225.2_ASM335922v2_CDS_1683"
"GCA_003359225.2_ASM335922v2_CDS_1747","cloud","","1","1","1.0","NA","NA","","","","164","164","164.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1747"
"GCA_003359225.2_ASM335922v2_CDS_1811","persistent","","10","14","1.4","NA","NA","","","","266","740","527.0","GCF_000191145.1_ASM19114v1_CDS_1781","GCA_003359215.2_ASM335921v2_CDS_1640" "GCA_003359215.2_ASM335921v2_CDS_1639","GCA_003359295.2_ASM335929v2_CDS_1515","GCF_001617545.1_ASM161754v1_CDS_2909","GCF_001577285.1_ASM157728v1_CDS_3441","GCA_003359275.2_ASM335927v2_CDS_1714" "GCA_003359275.2_ASM335927v2_CDS_1715","GCA_003354845.1_ASM335484v1_CDS_1787","GCA_003359315.2_ASM335931v2_CDS_1790" "GCA_003359315.2_ASM335931v2_CDS_1791","GCA_003359305.2_ASM335930v2_CDS_1935" "GCA_003359305.2_ASM335930v2_CDS_1936","GCA_003359225.2_ASM335922v2_CDS_1811"
"GCA_003359225.2_ASM335922v2_CDS_1908","persistent","","9","9","1.0","NA","NA","","","","212","323","275.0","GCF_000191145.1_ASM19114v1_CDS_1726","","GCA_003359295.2_ASM335929v2_CDS_1600","GCF_001617545.1_ASM161754v1_CDS_2851","GCF_001577285.1_ASM157728v1_CDS_3382","GCA_003359275.2_ASM335927v2_CDS_1806","GCA_003354845.1_ASM335484v1_CDS_1858","GCA_003359315.2_ASM335931v2_CDS_1876","GCA_003359305.2_ASM335930v2_CDS_2029","GCA_003359225.2_ASM335922v2_CDS_1908"
"GCA_003359225.2_ASM335922v2_CDS_1972","persistent","","6","6","1.0","NA","NA","","","","308","389","368.5","","GCA_003359215.2_ASM335921v2_CDS_1764","","","","GCA_003359275.2_ASM335927v2_CDS_1857","GCA_003354845.1_ASM335484v1_CDS_1904","GCA_003359315.2_ASM335931v2_CDS_1920","GCA_003359305.2_ASM335930v2_CDS_2075","GCA_003359225.2_ASM335922v2_CDS_1972"
"GCA_003359225.2_ASM335922v2_CDS_2068","persistent","","10","10","1.0","NA","NA","","","","437","437","437.0","GCF_000191145.1_ASM19114v1_CDS_1626","GCA_003359215.2_ASM335921v2_CDS_1855","GCA_003359295.2_ASM335929v2_CDS_1717","GCF_001617545.1_ASM161754v1_CDS_2764","GCF_001577285.1_ASM157728v1_CDS_3274","GCA_003359275.2_ASM335927v2_CDS_1942","GCA_003354845.1_ASM335484v1_CDS_2014","GCA_003359315.2_ASM335931v2_CDS_2014","GCA_003359305.2_ASM335930v2_CDS_2186","GCA_003359225.2_ASM335922v2_CDS_2068"
"GCA_003359225.2_ASM335922v2_CDS_2196","persistent","","6","6","1.0","NA","NA","","","","179","278","261.5","","GCA_003359215.2_ASM335921v2_CDS_1965","","","","GCA_003359275.2_ASM335927v2_CDS_2039","GCA_003354845.1_ASM335484v1_CDS_2106","GCA_003359315.2_ASM335931v2_CDS_2119","GCA_003359305.2_ASM335930v2_CDS_2302","GCA_003359225.2_ASM335922v2_CDS_2196"
"GCA_003359225.2_ASM335922v2_CDS_2228","persistent","","10","12","1.2","NA","NA","","","","251","1214","922.5","GCF_000191145.1_ASM19114v1_CDS_1537","GCA_003359215.2_ASM335921v2_CDS_1994" "GCA_003359215.2_ASM335921v2_CDS_1995","GCA_003359295.2_ASM335929v2_CDS_1833","GCF_001617545.1_ASM161754v1_CDS_2675","GCF_001577285.1_ASM157728v1_CDS_3179","GCA_003359275.2_ASM335927v2_CDS_2067" "GCA_003359275.2_ASM335927v2_CDS_2068","GCA_003354845.1_ASM335484v1_CDS_2133","GCA_003359315.2_ASM335931v2_CDS_2146","GCA_003359305.2_ASM335930v2_CDS_2329","GCA_003359225.2_ASM335922v2_CDS_2228"
"GCA_003359225.2_ASM335922v2_CDS_2260","persistent","","7","8","1.14","NA","NA","","","","200","548","476.38","","GCA_003359215.2_ASM335921v2_CDS_2031" "GCA_003359215.2_ASM335921v2_CDS_2030","GCA_003359295.2_ASM335929v2_CDS_1858","GCF_001617545.1_ASM161754v1_CDS_2655","","GCA_003359275.2_ASM335927v2_CDS_2099","GCA_003354845.1_ASM335484v1_CDS_2166","GCA_003359315.2_ASM335931v2_CDS_2178","","GCA_003359225.2_ASM335922v2_CDS_2260"
"GCA_003359225.2_ASM335922v2_CDS_2292","cloud","","4","4","1.0","NA","NA","","","","290","305","301.25","","GCA_003359215.2_ASM335921v2_CDS_2060","","","","GCA_003359275.2_ASM335927v2_CDS_2129","GCA_003354845.1_ASM335484v1_CDS_2194","","","GCA_003359225.2_ASM335922v2_CDS_2292"
"GCA_003359225.2_ASM335922v2_CDS_2324","persistent","","10","10","1.0","NA","NA","","","","482","482","482.0","GCF_000191145.1_ASM19114v1_CDS_1478","GCA_003359215.2_ASM335921v2_CDS_2101","GCA_003359295.2_ASM335929v2_CDS_1911","GCF_001617545.1_ASM161754v1_CDS_2552","GCF_001577285.1_ASM157728v1_CDS_3118","GCA_003359275.2_ASM335927v2_CDS_2170","GCA_003354845.1_ASM335484v1_CDS_2228","GCA_003359315.2_ASM335931v2_CDS_2243","GCA_003359305.2_ASM335930v2_CDS_2544","GCA_003359225.2_ASM335922v2_CDS_2324"
"GCA_003359225.2_ASM335922v2_CDS_2484","persistent","","6","6","1.0","NA","NA","","","","317","377","357.0","","GCA_003359215.2_ASM335921v2_CDS_2247","GCA_003359295.2_ASM335929v2_CDS_2043","","","GCA_003359275.2_ASM335927v2_CDS_2313","GCA_003354845.1_ASM335484v1_CDS_2373","","GCA_003359305.2_ASM335930v2_CDS_2710","GCA_003359225.2_ASM335922v2_CDS_2484"
"GCA_003359225.2_ASM335922v2_CDS_2612","persistent","","6","6","1.0","NA","NA","","","","197","437","374.0","","","GCA_003359295.2_ASM335929v2_CDS_2153","","","GCA_003359275.2_ASM335927v2_CDS_2444","GCA_003354845.1_ASM335484v1_CDS_2522","GCA_003359315.2_ASM335931v2_CDS_2509","GCA_003359305.2_ASM335930v2_CDS_2848","GCA_003359225.2_ASM335922v2_CDS_2612"
"GCA_003359225.2_ASM335922v2_CDS_2708","shell","","6","7","1.17","NA","NA","","","","212","971","725.43","","","GCA_003359295.2_ASM335929v2_CDS_2259","","","GCA_003359275.2_ASM335927v2_CDS_2574" "GCA_003359275.2_ASM335927v2_CDS_2573","GCA_003354845.1_ASM335484v1_CDS_2802","GCA_003359315.2_ASM335931v2_CDS_2629","GCA_003359305.2_ASM335930v2_CDS_3069","GCA_003359225.2_ASM335922v2_CDS_2708"
"GCA_003359225.2_ASM335922v2_CDS_2804","cloud","","4","25","6.25","NA","NA","","","","170","1133","682.52","","","GCA_003359295.2_ASM335929v2_CDS_3155","","GCF_001577285.1_ASM157728v1_CDS_0087","","","GCA_003359315.2_ASM335931v2_CDS_3647" "GCA_003359315.2_ASM335931v2_CDS_5456" "GCA_003359315.2_ASM335931v2_CDS_3256" "GCA_003359315.2_ASM335931v2_CDS_5300","","GCA_003359225.2_ASM335922v2_CDS_2850" "GCA_003359225.2_ASM335922v2_CDS_2394" "GCA_003359225.2_ASM335922v2_CDS_2426" "GCA_003359225.2_ASM335922v2_CDS_2804" "GCA_003359225.2_ASM335922v2_CDS_5716" "GCA_003359225.2_ASM335922v2_CDS_1975" "GCA_003359225.2_ASM335922v2_CDS_5669" "GCA_003359225.2_ASM335922v2_CDS_2181" "GCA_003359225.2_ASM335922v2_CDS_2427" "GCA_003359225.2_ASM335922v2_CDS_1091" "GCA_003359225.2_ASM335922v2_CDS_5812" "GCA_003359225.2_ASM335922v2_CDS_5782" "GCA_003359225.2_ASM335922v2_CDS_5577" "GCA_003359225.2_ASM335922v2_CDS_5721" "GCA_003359225.2_ASM335922v2_CDS_2194" "GCA_003359225.2_ASM335922v2_CDS_2210" "GCA_003359225.2_ASM335922v2_CDS_1284" "GCA_003359225.2_ASM335922v2_CDS_5633" "GCA_003359225.2_ASM335922v2_CDS_5602"
"GCA_003359225.2_ASM335922v2_CDS_2868","persistent","","10","10","1.0","NA","NA","","","","461","461","461.0","GCF_000191145.1_ASM19114v1_CDS_1026","GCA_003359215.2_ASM335921v2_CDS_2616","GCA_003359295.2_ASM335929v2_CDS_2408","GCF_001617545.1_ASM161754v1_CDS_2136","GCF_001577285.1_ASM157728v1_CDS_2717","GCA_003359275.2_ASM335927v2_CDS_2716","GCA_003354845.1_ASM335484v1_CDS_2953","GCA_003359315.2_ASM335931v2_CDS_2759","GCA_003359305.2_ASM335930v2_CDS_3278","GCA_003359225.2_ASM335922v2_CDS_2868"
"GCA_003359225.2_ASM335922v2_CDS_2900","persistent","","10","11","1.1","NA","NA","","","","380","1205","1074.36","GCF_000191145.1_ASM19114v1_CDS_1005","GCA_003359215.2_ASM335921v2_CDS_2649","GCA_003359295.2_ASM335929v2_CDS_2436" "GCA_003359295.2_ASM335929v2_CDS_2437","GCF_001617545.1_ASM161754v1_CDS_2117","GCF_001577285.1_ASM157728v1_CDS_2697","GCA_003359275.2_ASM335927v2_CDS_2751","GCA_003354845.1_ASM335484v1_CDS_2981","GCA_003359315.2_ASM335931v2_CDS_2791","GCA_003359305.2_ASM335930v2_CDS_3316","GCA_003359225.2_ASM335922v2_CDS_2900"
"GCA_003359225.2_ASM335922v2_CDS_3028","shell","","5","5","1.0","NA","NA","","","","209","293","255.8","","GCA_003359215.2_ASM335921v2_CDS_2773","","","","GCA_003359275.2_ASM335927v2_CDS_2874","GCA_003354845.1_ASM335484v1_CDS_3104","GCA_003359315.2_ASM335931v2_CDS_2913","","GCA_003359225.2_ASM335922v2_CDS_3028"
"GCA_003359225.2_ASM335922v2_CDS_3060","persistent","","10","10","1.0","NA","NA","","","","425","545","533.0","GCF_000191145.1_ASM19114v1_CDS_0896","GCA_003359215.2_ASM335921v2_CDS_2803","GCA_003359295.2_ASM335929v2_CDS_2574","GCF_001617545.1_ASM161754v1_CDS_2009","GCF_001577285.1_ASM157728v1_CDS_2589","GCA_003359275.2_ASM335927v2_CDS_2904","GCA_003354845.1_ASM335484v1_CDS_3132","GCA_003359315.2_ASM335931v2_CDS_2944","GCA_003359305.2_ASM335930v2_CDS_3488","GCA_003359225.2_ASM335922v2_CDS_3060"
"GCA_003359225.2_ASM335922v2_CDS_3124","persistent","","10","10","1.0","NA","NA","","","","323","389","377.6","GCF_000191145.1_ASM19114v1_CDS_0852","GCA_003359215.2_ASM335921v2_CDS_2858","GCA_003359295.2_ASM335929v2_CDS_2634","GCF_001617545.1_ASM161754v1_CDS_1968","GCF_001577285.1_ASM157728v1_CDS_2540","GCA_003359275.2_ASM335927v2_CDS_2962","GCA_003354845.1_ASM335484v1_CDS_3192","GCA_003359315.2_ASM335931v2_CDS_3013","GCA_003359305.2_ASM335930v2_CDS_3555","GCA_003359225.2_ASM335922v2_CDS_3124"
"GCA_003359225.2_ASM335922v2_CDS_3284","persistent","","10","13","1.3","NA","NA","","","","146","1991","1479.85","GCF_000191145.1_ASM19114v1_CDS_0741","GCA_003359215.2_ASM335921v2_CDS_3014" "GCA_003359215.2_ASM335921v2_CDS_3015","GCA_003359295.2_ASM335929v2_CDS_2782","GCF_001617545.1_ASM161754v1_CDS_1860","GCF_001577285.1_ASM157728v1_CDS_2428","GCA_003359275.2_ASM335927v2_CDS_3127" "GCA_003359275.2_ASM335927v2_CDS_3128","GCA_003354845.1_ASM335484v1_CDS_3359" "GCA_003354845.1_ASM335484v1_CDS_3358","GCA_003359315.2_ASM335931v2_CDS_3182","GCA_003359305.2_ASM335930v2_CDS_3733","GCA_003359225.2_ASM335922v2_CDS_3284"
"GCA_003359225.2_ASM335922v2_CDS_3316","cloud","","3","3","1.0","NA","NA","","","","350","371","364.0","","GCA_003359215.2_ASM335921v2_CDS_3055","GCA_003359295.2_ASM335929v2_CDS_2816","","","","","","","GCA_003359225.2_ASM335922v2_CDS_3316"
"GCA_003359315.2_ASM335931v2_CDS_0154","persistent","","10","17","1.7","NA","NA","","","","164","1220","722.53","GCF_000191145.1_ASM19114v1_CDS_2837","GCA_003359215.2_ASM335921v2_CDS_0141" "GCA_003359215.2_ASM335921v2_CDS_0140","GCA_003359295.2_ASM335929v2_CDS_0125","GCF_001617545.1_ASM161754v1_CDS_0097","GCF_001577285.1_ASM157728v1_CDS_0850","GCA_003359275.2_ASM335927v2_CDS_0136","GCA_003354845.1_ASM335484v1_CDS_0147" "GCA_003354845.1_ASM335484v1_CDS_0148" "GCA_003354845.1_ASM335484v1_CDS_0149" "GCA_003354845.1_ASM335484v1_CDS_0150","GCA_003359315.2_ASM335931v2_CDS_0154","GCA_003359305.2_ASM335930v2_CDS_0162" "GCA_003359305.2_ASM335930v2_CDS_0161" "GCA_003359305.2_ASM335930v2_CDS_0160","GCA_003359225.2_ASM335922v2_CDS_0151" "GCA_003359225.2_ASM335922v2_CDS_0150"
"GCA_003359315.2_ASM335931v2_CDS_0250","cloud","","1","1","1.0","NA","NA","","","","404","404","404.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_0250","",""
"GCA_003359315.2_ASM335931v2_CDS_0379","cloud","","1","1","1.0","NA","NA","","","","503","503","503.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_0379","",""
"GCA_003359315.2_ASM335931v2_CDS_0411","persistent","","10","10","1.0","NA","NA","","","","491","548","536.9","GCF_000191145.1_ASM19114v1_CDS_2688","GCA_003359215.2_ASM335921v2_CDS_0374","GCA_003359295.2_ASM335929v2_CDS_0361","GCF_001617545.1_ASM161754v1_CDS_0242","GCF_001577285.1_ASM157728v1_CDS_0676","GCA_003359275.2_ASM335927v2_CDS_0346","GCA_003354845.1_ASM335484v1_CDS_0393","GCA_003359315.2_ASM335931v2_CDS_0411","GCA_003359305.2_ASM335930v2_CDS_0395","GCA_003359225.2_ASM335922v2_CDS_0455"
"GCA_003359315.2_ASM335931v2_CDS_0475","cloud","","2","2","1.0","NA","NA","","","","689","869","779.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_0475","","GCA_003359225.2_ASM335922v2_CDS_0533"
"GCA_003359315.2_ASM335931v2_CDS_0861","persistent","","10","11","1.1","NA","NA","","","","170","1049","948.91","GCF_000191145.1_ASM19114v1_CDS_2319","GCA_003359215.2_ASM335921v2_CDS_0850","GCA_003359295.2_ASM335929v2_CDS_0762","GCF_001617545.1_ASM161754v1_CDS_3560","GCF_001577285.1_ASM157728v1_CDS_0352","GCA_003359275.2_ASM335927v2_CDS_0803","GCA_003354845.1_ASM335484v1_CDS_0882","GCA_003359315.2_ASM335931v2_CDS_0861","GCA_003359305.2_ASM335930v2_CDS_0976" "GCA_003359305.2_ASM335930v2_CDS_0975","GCA_003359225.2_ASM335922v2_CDS_0916"
