"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_001278715.1_ASM127871v1","GCF_002165255.2_ASM216525v2","GCF_001647675.1_ASM164767v1","GCF_002688565.1_ASM268856v1","GCF_002934695.1_ASM293469v1","GCF_002165295.2_ASM216529v2","GCA_001581975.1_ASM158197v1","GCF_001612555.1_ASM161255v1","GCF_001696615.3_ASM169661v3","GCF_002165305.2_ASM216530v2"
"GCA_001581975.1_ASM158197v1_CDS_3727","cloud","","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_3727","","",""
"GCA_001581975.1_ASM158197v1_CDS_3858","cloud","","3","3","1.0","NA","NA","","","","1634","1685","1668.0","","GCF_002165255.2_ASM216525v2_CDS_2914","","","","","GCA_001581975.1_ASM158197v1_CDS_3858","","","GCF_002165305.2_ASM216530v2_CDS_3658"
"GCA_001581975.1_ASM158197v1_CDS_3890","cloud","","4","7","1.75","NA","NA","","","","275","275","275.0","","GCF_002165255.2_ASM216525v2_CDS_1565","","","GCF_002934695.1_ASM293469v1_CDS_3458" "GCF_002934695.1_ASM293469v1_CDS_3194","","GCA_001581975.1_ASM158197v1_CDS_3833" "GCA_001581975.1_ASM158197v1_CDS_3890" "GCA_001581975.1_ASM158197v1_CDS_4007","","GCF_001696615.3_ASM169661v3_CDS_3598",""
"GCA_001581975.1_ASM158197v1_CDS_4050","cloud","","1","1","1.0","NA","NA","","","","98","98","98.0","","","","","","","GCA_001581975.1_ASM158197v1_CDS_4050","","",""
"GCF_001612555.1_ASM161255v1_CDS_0013","cloud","","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0013","",""
"GCF_001612555.1_ASM161255v1_CDS_0046","cloud","","1","1","1.0","NA","NA","","","","341","341","341.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0046","",""
"GCF_001612555.1_ASM161255v1_CDS_0078","cloud","","1","1","1.0","NA","NA","","","","1127","1127","1127.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0078","",""
"GCF_001612555.1_ASM161255v1_CDS_0110","cloud","","1","1","1.0","NA","NA","","","","2141","2141","2141.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0110","",""
"GCF_001612555.1_ASM161255v1_CDS_0142","cloud","","1","1","1.0","NA","NA","","","","2138","2138","2138.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0142","",""
"GCF_001612555.1_ASM161255v1_CDS_0207","cloud","","1","1","1.0","NA","NA","","","","806","806","806.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0207","",""
"GCF_001612555.1_ASM161255v1_CDS_0271","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0271","",""
"GCF_001612555.1_ASM161255v1_CDS_0335","cloud","","1","1","1.0","NA","NA","","","","371","371","371.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0335","",""
"GCF_001612555.1_ASM161255v1_CDS_0367","cloud","","1","1","1.0","NA","NA","","","","1841","1841","1841.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0367","",""
"GCF_001612555.1_ASM161255v1_CDS_0463","cloud","","1","1","1.0","NA","NA","","","","752","752","752.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0463","",""
"GCF_001612555.1_ASM161255v1_CDS_0495","cloud","","1","1","1.0","NA","NA","","","","719","719","719.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0495","",""
"GCF_001612555.1_ASM161255v1_CDS_0592","cloud","","1","1","1.0","NA","NA","","","","1010","1010","1010.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0592","",""
"GCF_001612555.1_ASM161255v1_CDS_0657","cloud","","1","1","1.0","NA","NA","","","","1445","1445","1445.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0657","",""
"GCF_001612555.1_ASM161255v1_CDS_0721","cloud","","1","1","1.0","NA","NA","","","","1103","1103","1103.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0721","",""
"GCF_001612555.1_ASM161255v1_CDS_0753","cloud","","1","1","1.0","NA","NA","","","","1841","1841","1841.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0753","",""
"GCF_001612555.1_ASM161255v1_CDS_0785","cloud","","1","1","1.0","NA","NA","","","","1214","1214","1214.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0785","",""
"GCF_001612555.1_ASM161255v1_CDS_0817","cloud","","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0817","",""
"GCF_001612555.1_ASM161255v1_CDS_0849","cloud","","1","1","1.0","NA","NA","","","","677","677","677.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0849","",""
"GCF_001612555.1_ASM161255v1_CDS_0881","cloud","","1","1","1.0","NA","NA","","","","1286","1286","1286.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0881","",""
"GCF_001612555.1_ASM161255v1_CDS_0913","cloud","","1","1","1.0","NA","NA","","","","515","515","515.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0913","",""
"GCF_001612555.1_ASM161255v1_CDS_0945","cloud","","1","18","18.0","NA","NA","","","","290","290","290.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2517" "GCF_001612555.1_ASM161255v1_CDS_0730" "GCF_001612555.1_ASM161255v1_CDS_1061" "GCF_001612555.1_ASM161255v1_CDS_1813" "GCF_001612555.1_ASM161255v1_CDS_2180" "GCF_001612555.1_ASM161255v1_CDS_0850" "GCF_001612555.1_ASM161255v1_CDS_0372" "GCF_001612555.1_ASM161255v1_CDS_0601" "GCF_001612555.1_ASM161255v1_CDS_3083" "GCF_001612555.1_ASM161255v1_CDS_0945" "GCF_001612555.1_ASM161255v1_CDS_1209" "GCF_001612555.1_ASM161255v1_CDS_1095" "GCF_001612555.1_ASM161255v1_CDS_2122" "GCF_001612555.1_ASM161255v1_CDS_0741" "GCF_001612555.1_ASM161255v1_CDS_3437" "GCF_001612555.1_ASM161255v1_CDS_0717" "GCF_001612555.1_ASM161255v1_CDS_1518" "GCF_001612555.1_ASM161255v1_CDS_3124","",""
"GCF_001612555.1_ASM161255v1_CDS_2515","cloud","","1","1","1.0","NA","NA","","","","404","404","404.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2515","",""
"GCF_001612555.1_ASM161255v1_CDS_2579","cloud","","1","1","1.0","NA","NA","","","","881","881","881.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2579","",""
"GCF_001612555.1_ASM161255v1_CDS_2611","cloud","","1","1","1.0","NA","NA","","","","836","836","836.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2611","",""
"GCF_001612555.1_ASM161255v1_CDS_2643","cloud","","1","1","1.0","NA","NA","","","","1067","1067","1067.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2643","",""
"GCF_001612555.1_ASM161255v1_CDS_2804","persistent","","10","10","1.0","NA","NA","","","","1235","1319","1251.2","GCF_001278715.1_ASM127871v1_CDS_1992","GCF_002165255.2_ASM216525v2_CDS_0362","GCF_001647675.1_ASM164767v1_CDS_2064","GCF_002688565.1_ASM268856v1_CDS_1409","GCF_002934695.1_ASM293469v1_CDS_0155","GCF_002165295.2_ASM216529v2_CDS_0389","GCA_001581975.1_ASM158197v1_CDS_0430","GCF_001612555.1_ASM161255v1_CDS_2804","GCF_001696615.3_ASM169661v3_CDS_2227","GCF_002165305.2_ASM216530v2_CDS_0340"
"GCF_001612555.1_ASM161255v1_CDS_2836","cloud","","1","1","1.0","NA","NA","","","","1286","1286","1286.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2836","",""
"GCF_001612555.1_ASM161255v1_CDS_2900","persistent","","10","11","1.1","NA","NA","","","","518","1421","1295.82","GCF_001278715.1_ASM127871v1_CDS_1917","GCF_002165255.2_ASM216525v2_CDS_0251","GCF_001647675.1_ASM164767v1_CDS_2179","GCF_002688565.1_ASM268856v1_CDS_1332","GCF_002934695.1_ASM293469v1_CDS_0051","GCF_002165295.2_ASM216529v2_CDS_0272","GCA_001581975.1_ASM158197v1_CDS_0324" "GCA_001581975.1_ASM158197v1_CDS_0325","GCF_001612555.1_ASM161255v1_CDS_2900","GCF_001696615.3_ASM169661v3_CDS_1543","GCF_002165305.2_ASM216530v2_CDS_0256"
"GCF_001612555.1_ASM161255v1_CDS_2964","cloud","","1","1","1.0","NA","NA","","","","209","209","209.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2964","",""
"GCF_001612555.1_ASM161255v1_CDS_2996","persistent","","9","9","1.0","NA","NA","","","","755","1124","1070.67","GCF_001278715.1_ASM127871v1_CDS_1724","GCF_002165255.2_ASM216525v2_CDS_0148","GCF_001647675.1_ASM164767v1_CDS_0061","GCF_002688565.1_ASM268856v1_CDS_0862","GCF_002934695.1_ASM293469v1_CDS_2697","GCF_002165295.2_ASM216529v2_CDS_0163","GCA_001581975.1_ASM158197v1_CDS_0188","GCF_001612555.1_ASM161255v1_CDS_2996","","GCF_002165305.2_ASM216530v2_CDS_0158"
"GCF_001612555.1_ASM161255v1_CDS_3060","cloud","","1","1","1.0","NA","NA","","","","389","389","389.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3060","",""
"GCF_001612555.1_ASM161255v1_CDS_3188","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3188","",""
"GCF_001612555.1_ASM161255v1_CDS_3221","cloud","","1","1","1.0","NA","NA","","","","446","446","446.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3221","",""
"GCF_001612555.1_ASM161255v1_CDS_3253","cloud","","1","1","1.0","NA","NA","","","","431","431","431.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3253","",""
"GCF_001612555.1_ASM161255v1_CDS_3285","cloud","","1","1","1.0","NA","NA","","","","341","341","341.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3285","",""
"GCF_001612555.1_ASM161255v1_CDS_3317","cloud","","1","1","1.0","NA","NA","","","","998","998","998.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3317","",""
"GCF_001612555.1_ASM161255v1_CDS_3349","cloud","","1","1","1.0","NA","NA","","","","122","122","122.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3349","",""
"GCF_001612555.1_ASM161255v1_CDS_3381","cloud","","1","1","1.0","NA","NA","","","","617","617","617.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3381","",""
"GCF_001612555.1_ASM161255v1_CDS_3413","cloud","","1","1","1.0","NA","NA","","","","197","197","197.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3413","",""
"GCF_001612555.1_ASM161255v1_CDS_3445","cloud","","1","1","1.0","NA","NA","","","","638","638","638.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3445","",""
"GCF_001612555.1_ASM161255v1_CDS_3477","cloud","","1","1","1.0","NA","NA","","","","377","377","377.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3477","",""
"GCF_001612555.1_ASM161255v1_CDS_3509","cloud","","1","1","1.0","NA","NA","","","","689","689","689.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3509","",""
"GCF_001612555.1_ASM161255v1_CDS_3541","cloud","","1","1","1.0","NA","NA","","","","1166","1166","1166.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3541","",""
"GCF_001612555.1_ASM161255v1_CDS_3573","cloud","","2","2","1.0","NA","NA","","","","332","371","351.5","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3573","GCF_001696615.3_ASM169661v3_CDS_3617",""
"GCF_001696615.3_ASM169661v3_CDS_0064","cloud","","1","1","1.0","NA","NA","","","","2918","2918","2918.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0064",""
"GCF_001696615.3_ASM169661v3_CDS_0096","cloud","","1","1","1.0","NA","NA","","","","710","710","710.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0096",""
"GCF_001696615.3_ASM169661v3_CDS_0128","cloud","","1","1","1.0","NA","NA","","","","911","911","911.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0128",""
"GCF_001696615.3_ASM169661v3_CDS_0224","cloud","","1","1","1.0","NA","NA","","","","638","638","638.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0224",""
"GCF_001696615.3_ASM169661v3_CDS_0256","cloud","","1","1","1.0","NA","NA","","","","362","362","362.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0256",""
"GCF_001696615.3_ASM169661v3_CDS_0290","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0290",""
"GCF_001696615.3_ASM169661v3_CDS_0354","cloud","","1","1","1.0","NA","NA","","","","941","941","941.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0354",""
"GCF_001696615.3_ASM169661v3_CDS_0386","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0386",""
"GCF_001696615.3_ASM169661v3_CDS_0418","cloud","","1","1","1.0","NA","NA","","","","1160","1160","1160.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0418",""
"GCF_001696615.3_ASM169661v3_CDS_0450","cloud","","1","1","1.0","NA","NA","","","","1508","1508","1508.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0450",""
"GCF_001696615.3_ASM169661v3_CDS_0514","cloud","","1","1","1.0","NA","NA","","","","851","851","851.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0514",""
"GCF_001696615.3_ASM169661v3_CDS_0546","cloud","","1","1","1.0","NA","NA","","","","440","440","440.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0546",""
"GCF_001696615.3_ASM169661v3_CDS_0610","cloud","","1","1","1.0","NA","NA","","","","2384","2384","2384.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0610",""
"GCF_001696615.3_ASM169661v3_CDS_0642","cloud","","2","2","1.0","NA","NA","","","","371","398","384.5","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0642","GCF_002165305.2_ASM216530v2_CDS_0862"
"GCF_001696615.3_ASM169661v3_CDS_0674","cloud","","1","1","1.0","NA","NA","","","","470","470","470.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0674",""
"GCF_001696615.3_ASM169661v3_CDS_0706","cloud","","1","1","1.0","NA","NA","","","","368","368","368.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0706",""
"GCF_001696615.3_ASM169661v3_CDS_0738","cloud","","1","1","1.0","NA","NA","","","","788","788","788.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0738",""
"GCF_001696615.3_ASM169661v3_CDS_0802","cloud","","1","1","1.0","NA","NA","","","","317","317","317.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0802",""
"GCF_001696615.3_ASM169661v3_CDS_0930","cloud","","1","1","1.0","NA","NA","","","","1109","1109","1109.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0930",""
"GCF_001696615.3_ASM169661v3_CDS_0962","cloud","","1","1","1.0","NA","NA","","","","416","416","416.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0962",""
"GCF_001696615.3_ASM169661v3_CDS_0994","cloud","","1","1","1.0","NA","NA","","","","353","353","353.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0994",""
"GCF_001696615.3_ASM169661v3_CDS_1026","cloud","","2","2","1.0","NA","NA","","","","578","578","578.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_0493","GCF_001696615.3_ASM169661v3_CDS_1026",""
"GCF_001696615.3_ASM169661v3_CDS_1058","cloud","","1","1","1.0","NA","NA","","","","707","707","707.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1058",""
"GCF_001696615.3_ASM169661v3_CDS_1122","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1122",""
"GCF_001696615.3_ASM169661v3_CDS_1186","cloud","","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1186",""
"GCF_001696615.3_ASM169661v3_CDS_1218","cloud","","1","1","1.0","NA","NA","","","","1361","1361","1361.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1218",""
"GCF_001696615.3_ASM169661v3_CDS_1282","persistent","","10","10","1.0","NA","NA","","","","1085","1097","1090.1","GCF_001278715.1_ASM127871v1_CDS_1016","GCF_002165255.2_ASM216525v2_CDS_0555","GCF_001647675.1_ASM164767v1_CDS_0439","GCF_002688565.1_ASM268856v1_CDS_1548","GCF_002934695.1_ASM293469v1_CDS_2269","GCF_002165295.2_ASM216529v2_CDS_2668","GCA_001581975.1_ASM158197v1_CDS_2999","GCF_001612555.1_ASM161255v1_CDS_0643","GCF_001696615.3_ASM169661v3_CDS_1282","GCF_002165305.2_ASM216530v2_CDS_2572"
"GCF_001696615.3_ASM169661v3_CDS_1348","cloud","","1","1","1.0","NA","NA","","","","794","794","794.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1348",""
"GCF_001696615.3_ASM169661v3_CDS_1380","persistent","","10","10","1.0","NA","NA","","","","551","584","559.1","GCF_001278715.1_ASM127871v1_CDS_1048","GCF_002165255.2_ASM216525v2_CDS_0480","GCF_001647675.1_ASM164767v1_CDS_0343","GCF_002688565.1_ASM268856v1_CDS_0591","GCF_002934695.1_ASM293469v1_CDS_2374","GCF_002165295.2_ASM216529v2_CDS_0536","GCA_001581975.1_ASM158197v1_CDS_3166","GCF_001612555.1_ASM161255v1_CDS_2703","GCF_001696615.3_ASM169661v3_CDS_1380","GCF_002165305.2_ASM216530v2_CDS_0443"
"GCF_001696615.3_ASM169661v3_CDS_1414","shell","","6","6","1.0","NA","NA","","","","215","233","220.0","GCF_001278715.1_ASM127871v1_CDS_1104","GCF_002165255.2_ASM216525v2_CDS_0422","","","GCF_002934695.1_ASM293469v1_CDS_3382","GCF_002165295.2_ASM216529v2_CDS_0466","","","GCF_001696615.3_ASM169661v3_CDS_1414","GCF_002165305.2_ASM216530v2_CDS_2713"
"GCF_001696615.3_ASM169661v3_CDS_1510","cloud","","1","1","1.0","NA","NA","","","","875","875","875.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1510",""
"GCF_001696615.3_ASM169661v3_CDS_1542","cloud","","1","1","1.0","NA","NA","","","","881","881","881.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1542",""
"GCF_001696615.3_ASM169661v3_CDS_1670","cloud","","1","1","1.0","NA","NA","","","","380","380","380.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1670",""
"GCF_001696615.3_ASM169661v3_CDS_1768","cloud","","1","1","1.0","NA","NA","","","","2009","2009","2009.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1768",""
"GCF_001696615.3_ASM169661v3_CDS_1834","cloud","","1","1","1.0","NA","NA","","","","635","635","635.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1834",""
"GCF_001696615.3_ASM169661v3_CDS_1900","cloud","","1","1","1.0","NA","NA","","","","569","569","569.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1900",""
"GCF_001696615.3_ASM169661v3_CDS_1932","cloud","","1","1","1.0","NA","NA","","","","491","491","491.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1932",""
"GCF_001696615.3_ASM169661v3_CDS_1964","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_1964",""
"GCF_001696615.3_ASM169661v3_CDS_2028","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2028",""
"GCF_002934695.1_ASM293469v1_CDS_2217","cloud","","2","2","1.0","NA","NA","","","","740","746","743.0","","","","GCF_002688565.1_ASM268856v1_CDS_0400","GCF_002934695.1_ASM293469v1_CDS_2217","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_2249","persistent","","10","10","1.0","NA","NA","","","","530","533","530.3","GCF_001278715.1_ASM127871v1_CDS_1006","GCF_002165255.2_ASM216525v2_CDS_0565","GCF_001647675.1_ASM164767v1_CDS_0449","GCF_002688565.1_ASM268856v1_CDS_0418","GCF_002934695.1_ASM293469v1_CDS_2249","GCF_002165295.2_ASM216529v2_CDS_0664","GCA_001581975.1_ASM158197v1_CDS_2988","GCF_001612555.1_ASM161255v1_CDS_0653","GCF_001696615.3_ASM169661v3_CDS_1272","GCF_002165305.2_ASM216530v2_CDS_2562"
"GCF_002934695.1_ASM293469v1_CDS_2314","cloud","","1","1","1.0","NA","NA","","","","764","764","764.0","","","","","GCF_002934695.1_ASM293469v1_CDS_2314","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_2634","cloud","","2","15","7.5","NA","NA","","","","296","314","300.8","","","","","GCF_002934695.1_ASM293469v1_CDS_2634" "GCF_002934695.1_ASM293469v1_CDS_1216" "GCF_002934695.1_ASM293469v1_CDS_0471" "GCF_002934695.1_ASM293469v1_CDS_2945","","","GCF_001612555.1_ASM161255v1_CDS_0746" "GCF_001612555.1_ASM161255v1_CDS_3015" "GCF_001612555.1_ASM161255v1_CDS_1097" "GCF_001612555.1_ASM161255v1_CDS_3004" "GCF_001612555.1_ASM161255v1_CDS_3028" "GCF_001612555.1_ASM161255v1_CDS_0470" "GCF_001612555.1_ASM161255v1_CDS_1252" "GCF_001612555.1_ASM161255v1_CDS_0459" "GCF_001612555.1_ASM161255v1_CDS_3200" "GCF_001612555.1_ASM161255v1_CDS_0631" "GCF_001612555.1_ASM161255v1_CDS_1715","",""
"GCF_002934695.1_ASM293469v1_CDS_2730","cloud","","1","1","1.0","NA","NA","","","","455","455","455.0","","","","","GCF_002934695.1_ASM293469v1_CDS_2730","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_2956","cloud","","1","1","1.0","NA","NA","","","","1091","1091","1091.0","","","","","GCF_002934695.1_ASM293469v1_CDS_2956","","","","",""
"GCF_002934695.1_ASM293469v1_CDS_2988","cloud","","4","24","6.0","NA","NA","","","","137","536","443.0","GCF_001278715.1_ASM127871v1_CDS_1627","GCF_002165255.2_ASM216525v2_CDS_2196" "GCF_002165255.2_ASM216525v2_CDS_1168" "GCF_002165255.2_ASM216525v2_CDS_1271" "GCF_002165255.2_ASM216525v2_CDS_2896" "GCF_002165255.2_ASM216525v2_CDS_1086" "GCF_002165255.2_ASM216525v2_CDS_1181","","","GCF_002934695.1_ASM293469v1_CDS_0030" "GCF_002934695.1_ASM293469v1_CDS_3345" "GCF_002934695.1_ASM293469v1_CDS_3393" "GCF_002934695.1_ASM293469v1_CDS_2356" "GCF_002934695.1_ASM293469v1_CDS_2988" "GCF_002934695.1_ASM293469v1_CDS_3378","","","","","GCF_002165305.2_ASM216530v2_CDS_1830" "GCF_002165305.2_ASM216530v2_CDS_0314" "GCF_002165305.2_ASM216530v2_CDS_3478" "GCF_002165305.2_ASM216530v2_CDS_2948" "GCF_002165305.2_ASM216530v2_CDS_3703" "GCF_002165305.2_ASM216530v2_CDS_2197" "GCF_002165305.2_ASM216530v2_CDS_1856" "GCF_002165305.2_ASM216530v2_CDS_2050" "GCF_002165305.2_ASM216530v2_CDS_3589" "GCF_002165305.2_ASM216530v2_CDS_2780" "GCF_002165305.2_ASM216530v2_CDS_1337"
